date,discharge_m3s
1997-01-01 00:00:00+00:00,487.65
1997-01-02 00:00:00+00:00,440.57
1997-01-03 00:00:00+00:00,401.72
1997-01-04 00:00:00+00:00,362.08
1997-01-05 00:00:00+00:00,322.59
1997-01-06 00:00:00+00:00,288.73
1997-01-07 00:00:00+00:00,270.02
1997-01-08 00:00:00+00:00,254.27
1997-01-09 00:00:00+00:00,287.4
1997-01-10 00:00:00+00:00,364.59
1997-01-11 00:00:00+00:00,388.94
1997-01-12 00:00:00+00:00,362.08
1997-01-13 00:00:00+00:00,322.59
1997-01-14 00:00:00+00:00,288.07
1997-01-15 00:00:00+00:00,262.03
1997-01-16 00:00:00+00:00,235.59
1997-01-17 00:00:00+00:00,211.32
1997-01-18 00:00:00+00:00,190.43
1997-01-19 00:00:00+00:00,174.39
1997-01-20 00:00:00+00:00,684.49
1997-01-21 00:00:00+00:00,1085.43
1997-01-22 00:00:00+00:00,932.25
1997-01-23 00:00:00+00:00,761.08
1997-01-24 00:00:00+00:00,635.8
1997-01-25 00:00:00+00:00,562.64
1997-01-26 00:00:00+00:00,548.54
1997-01-27 00:00:00+00:00,608.54
1997-01-28 00:00:00+00:00,686.07
1997-01-29 00:00:00+00:00,735.21
1997-01-30 00:00:00+00:00,750.62
1997-01-31 00:00:00+00:00,782.43
1997-02-01 00:00:00+00:00,798.83
1997-02-02 00:00:00+00:00,1257.93
1997-02-03 00:00:00+00:00,1369.88
1997-02-04 00:00:00+00:00,1190.24
1997-02-05 00:00:00+00:00,1029.39
1997-02-06 00:00:00+00:00,900.57
1997-02-07 00:00:00+00:00,795.16
1997-02-08 00:00:00+00:00,713.5
1997-02-09 00:00:00+00:00,647.63
1997-02-10 00:00:00+00:00,593.29
1997-02-11 00:00:00+00:00,650.63
1997-02-12 00:00:00+00:00,705.32
1997-02-13 00:00:00+00:00,687.65
1997-02-14 00:00:00+00:00,675.08
1997-02-15 00:00:00+00:00,773.46
1997-02-16 00:00:00+00:00,819.35
1997-02-17 00:00:00+00:00,884.12
1997-02-18 00:00:00+00:00,880.05
1997-02-19 00:00:00+00:00,821.24
1997-02-20 00:00:00+00:00,867.96
1997-02-21 00:00:00+00:00,863.97
1997-02-22 00:00:00+00:00,791.5
1997-02-23 00:00:00+00:00,730.14
1997-02-24 00:00:00+00:00,706.95
1997-02-25 00:00:00+00:00,682.91
1997-02-26 00:00:00+00:00,650.63
1997-02-27 00:00:00+00:00,609.94
1997-02-28 00:00:00+00:00,560.05
1997-03-01 00:00:00+00:00,523.81
1997-03-02 00:00:00+00:00,511.86
1997-03-03 00:00:00+00:00,515.42
1997-03-04 00:00:00+00:00,513.04
1997-03-05 00:00:00+00:00,508.33
1997-03-06 00:00:00+00:00,528.66
1997-03-07 00:00:00+00:00,539.75
1997-03-08 00:00:00+00:00,502.5
1997-03-09 00:00:00+00:00,448.78
1997-03-10 00:00:00+00:00,406.38
1997-03-11 00:00:00+00:00,372.25
1997-03-12 00:00:00+00:00,341.77
1997-03-13 00:00:00+00:00,330.13
1997-03-14 00:00:00+00:00,323.34
1997-03-15 00:00:00+00:00,300.3
1997-03-16 00:00:00+00:00,281.49
1997-03-17 00:00:00+00:00,266.3
1997-03-18 00:00:00+00:00,247.89
1997-03-19 00:00:00+00:00,228.61
1997-03-20 00:00:00+00:00,208.41
1997-03-21 00:00:00+00:00,186.07
1997-03-22 00:00:00+00:00,165.34
1997-03-23 00:00:00+00:00,145.55
1997-03-24 00:00:00+00:00,127.82
1997-03-25 00:00:00+00:00,115.41
1997-03-26 00:00:00+00:00,105.41
1997-03-27 00:00:00+00:00,94.94
1997-03-28 00:00:00+00:00,83.72
1997-03-29 00:00:00+00:00,73.82
1997-03-30 00:00:00+00:00,66.14
1997-03-31 00:00:00+00:00,59.53
1997-04-01 00:00:00+00:00,54.85
1997-04-02 00:00:00+00:00,54.59
1997-04-03 00:00:00+00:00,63.86
1997-04-04 00:00:00+00:00,85.7
1997-04-05 00:00:00+00:00,89.57
1997-04-06 00:00:00+00:00,83.33
1997-04-07 00:00:00+00:00,71.61
1997-04-08 00:00:00+00:00,60.66
1997-04-09 00:00:00+00:00,52.95
1997-04-10 00:00:00+00:00,48.09
1997-04-11 00:00:00+00:00,44.81
1997-04-12 00:00:00+00:00,42.65
1997-04-13 00:00:00+00:00,41.07
1997-04-14 00:00:00+00:00,39.93
1997-04-15 00:00:00+00:00,39.09
1997-04-16 00:00:00+00:00,38.17
1997-04-17 00:00:00+00:00,38.63
1997-04-18 00:00:00+00:00,45.67
1997-04-19 00:00:00+00:00,61.81
1997-04-20 00:00:00+00:00,74.16
1997-04-21 00:00:00+00:00,75.91
1997-04-22 00:00:00+00:00,77.16
1997-04-23 00:00:00+00:00,69.63
1997-04-24 00:00:00+00:00,58.43
1997-04-25 00:00:00+00:00,48.66
1997-04-26 00:00:00+00:00,42.15
1997-04-27 00:00:00+00:00,38.36
1997-04-28 00:00:00+00:00,36.07
1997-04-29 00:00:00+00:00,34.56
1997-04-30 00:00:00+00:00,33.51
1997-05-01 00:00:00+00:00,32.65
1997-05-02 00:00:00+00:00,31.81
1997-05-03 00:00:00+00:00,31.06
1997-05-04 00:00:00+00:00,30.77
1997-05-05 00:00:00+00:00,30.62
1997-05-06 00:00:00+00:00,30.19
1997-05-07 00:00:00+00:00,29.62
1997-05-08 00:00:00+00:00,28.85
1997-05-09 00:00:00+00:00,28.04
1997-05-10 00:00:00+00:00,27.25
1997-05-11 00:00:00+00:00,26.61
1997-05-12 00:00:00+00:00,25.92
1997-05-13 00:00:00+00:00,25.18
1997-05-14 00:00:00+00:00,25.18
1997-05-15 00:00:00+00:00,25.49
1997-05-16 00:00:00+00:00,26.42
1997-05-17 00:00:00+00:00,26.04
1997-05-18 00:00:00+00:00,25.12
1997-05-19 00:00:00+00:00,23.72
1997-05-20 00:00:00+00:00,23.49
1997-05-21 00:00:00+00:00,24.59
1997-05-22 00:00:00+00:00,31.28
1997-05-23 00:00:00+00:00,43.67
1997-05-24 00:00:00+00:00,63.57
1997-05-25 00:00:00+00:00,80.47
1997-05-26 00:00:00+00:00,103.23
1997-05-27 00:00:00+00:00,119.78
1997-05-28 00:00:00+00:00,133.28
1997-05-29 00:00:00+00:00,173.18
1997-05-30 00:00:00+00:00,199.91
1997-05-31 00:00:00+00:00,179.3
1997-06-01 00:00:00+00:00,152.11
1997-06-02 00:00:00+00:00,127.23
1997-06-03 00:00:00+00:00,105.17
1997-06-04 00:00:00+00:00,110.17
1997-06-05 00:00:00+00:00,155.31
1997-06-06 00:00:00+00:00,194.88
1997-06-07 00:00:00+00:00,181.39
1997-06-08 00:00:00+00:00,158.22
1997-06-09 00:00:00+00:00,132.66
1997-06-10 00:00:00+00:00,108.9
1997-06-11 00:00:00+00:00,89.57
1997-06-12 00:00:00+00:00,73.99
1997-06-13 00:00:00+00:00,62.39
1997-06-14 00:00:00+00:00,65.37
1997-06-15 00:00:00+00:00,119.5
1997-06-16 00:00:00+00:00,170.0
1997-06-17 00:00:00+00:00,150.36
1997-06-18 00:00:00+00:00,121.46
1997-06-19 00:00:00+00:00,136.09
1997-06-20 00:00:00+00:00,209.38
1997-06-21 00:00:00+00:00,248.46
1997-06-22 00:00:00+00:00,227.03
1997-06-23 00:00:00+00:00,189.99
1997-06-24 00:00:00+00:00,157.12
1997-06-25 00:00:00+00:00,129.92
1997-06-26 00:00:00+00:00,112.76
1997-06-27 00:00:00+00:00,194.43
1997-06-28 00:00:00+00:00,271.9
1997-06-29 00:00:00+00:00,306.61
1997-06-30 00:00:00+00:00,294.8
1997-07-01 00:00:00+00:00,271.27
1997-07-02 00:00:00+00:00,236.68
1997-07-03 00:00:00+00:00,271.9
1997-07-04 00:00:00+00:00,333.97
1997-07-05 00:00:00+00:00,344.94
1997-07-06 00:00:00+00:00,304.49
1997-07-07 00:00:00+00:00,260.22
1997-07-08 00:00:00+00:00,225.46
1997-07-09 00:00:00+00:00,199.91
1997-07-10 00:00:00+00:00,175.2
1997-07-11 00:00:00+00:00,150.01
1997-07-12 00:00:00+00:00,126.35
1997-07-13 00:00:00+00:00,106.4
1997-07-14 00:00:00+00:00,89.99
1997-07-15 00:00:00+00:00,75.74
1997-07-16 00:00:00+00:00,63.27
1997-07-17 00:00:00+00:00,58.29
1997-07-18 00:00:00+00:00,107.64
1997-07-19 00:00:00+00:00,257.23
1997-07-20 00:00:00+00:00,567.85
1997-07-21 00:00:00+00:00,784.24
1997-07-22 00:00:00+00:00,740.31
1997-07-23 00:00:00+00:00,627.06
1997-07-24 00:00:00+00:00,523.81
1997-07-25 00:00:00+00:00,446.71
1997-07-26 00:00:00+00:00,385.37
1997-07-27 00:00:00+00:00,336.29
1997-07-28 00:00:00+00:00,292.76
1997-07-29 00:00:00+00:00,254.27
1997-07-30 00:00:00+00:00,218.79
1997-07-31 00:00:00+00:00,187.36
1997-08-01 00:00:00+00:00,158.96
1997-08-02 00:00:00+00:00,207.93
1997-08-03 00:00:00+00:00,293.44
1997-08-04 00:00:00+00:00,329.37
1997-08-05 00:00:00+00:00,317.42
1997-08-06 00:00:00+00:00,305.9
1997-08-07 00:00:00+00:00,307.32
1997-08-08 00:00:00+00:00,315.23
1997-08-09 00:00:00+00:00,300.3
1997-08-10 00:00:00+00:00,265.07
1997-08-11 00:00:00+00:00,229.67
1997-08-12 00:00:00+00:00,197.15
1997-08-13 00:00:00+00:00,168.04
1997-08-14 00:00:00+00:00,142.22
1997-08-15 00:00:00+00:00,118.67
1997-08-16 00:00:00+00:00,98.54
1997-08-17 00:00:00+00:00,81.41
1997-08-18 00:00:00+00:00,66.61
1997-08-19 00:00:00+00:00,54.21
1997-08-20 00:00:00+00:00,46.32
1997-08-21 00:00:00+00:00,147.25
1997-08-22 00:00:00+00:00,412.05
1997-08-23 00:00:00+00:00,453.99
1997-08-24 00:00:00+00:00,416.83
1997-08-25 00:00:00+00:00,378.31
1997-08-26 00:00:00+00:00,332.43
1997-08-27 00:00:00+00:00,285.42
1997-08-28 00:00:00+00:00,244.47
1997-08-29 00:00:00+00:00,208.89
1997-08-30 00:00:00+00:00,177.65
1997-08-31 00:00:00+00:00,150.01
1997-09-01 00:00:00+00:00,126.06
1997-09-02 00:00:00+00:00,104.68
1997-09-03 00:00:00+00:00,87.1
1997-09-04 00:00:00+00:00,73.64
1997-09-05 00:00:00+00:00,102.28
1997-09-06 00:00:00+00:00,198.99
1997-09-07 00:00:00+00:00,235.05
1997-09-08 00:00:00+00:00,201.77
1997-09-09 00:00:00+00:00,167.66
1997-09-10 00:00:00+00:00,177.65
1997-09-11 00:00:00+00:00,204.12
1997-09-12 00:00:00+00:00,202.7
1997-09-13 00:00:00+00:00,199.91
1997-09-14 00:00:00+00:00,956.19
1997-09-15 00:00:00+00:00,1163.13
1997-09-16 00:00:00+00:00,906.82
1997-09-17 00:00:00+00:00,700.46
1997-09-18 00:00:00+00:00,567.85
1997-09-19 00:00:00+00:00,475.43
1997-09-20 00:00:00+00:00,539.75
1997-09-21 00:00:00+00:00,637.26
1997-09-22 00:00:00+00:00,593.29
1997-09-23 00:00:00+00:00,504.82
1997-09-24 00:00:00+00:00,430.52
1997-09-25 00:00:00+00:00,468.89
1997-09-26 00:00:00+00:00,544.76
1997-09-27 00:00:00+00:00,521.4
1997-09-28 00:00:00+00:00,460.32
1997-09-29 00:00:00+00:00,695.63
1997-09-30 00:00:00+00:00,900.57
1997-10-01 00:00:00+00:00,873.98
1997-10-02 00:00:00+00:00,823.14
1997-10-03 00:00:00+00:00,715.14
1997-10-04 00:00:00+00:00,615.59
1997-10-05 00:00:00+00:00,569.16
1997-10-06 00:00:00+00:00,951.8
1997-10-07 00:00:00+00:00,1103.08
1997-10-08 00:00:00+00:00,1005.93
1997-10-09 00:00:00+00:00,965.05
1997-10-10 00:00:00+00:00,1171.2
1997-10-11 00:00:00+00:00,1335.6
1997-10-12 00:00:00+00:00,1223.62
1997-10-13 00:00:00+00:00,1038.92
1997-10-14 00:00:00+00:00,900.57
1997-10-15 00:00:00+00:00,813.7
1997-10-16 00:00:00+00:00,999.0
1997-10-17 00:00:00+00:00,1100.54
1997-10-18 00:00:00+00:00,978.49
1997-10-19 00:00:00+00:00,842.34
1997-10-20 00:00:00+00:00,764.6
1997-10-21 00:00:00+00:00,775.25
1997-10-22 00:00:00+00:00,766.36
1997-10-23 00:00:00+00:00,711.85
1997-10-24 00:00:00+00:00,641.69
1997-10-25 00:00:00+00:00,618.44
1997-10-26 00:00:00+00:00,628.51
1997-10-27 00:00:00+00:00,605.74
1997-10-28 00:00:00+00:00,549.81
1997-10-29 00:00:00+00:00,566.54
1997-10-30 00:00:00+00:00,846.23
1997-10-31 00:00:00+00:00,1046.13
1997-11-01 00:00:00+00:00,978.49
1997-11-02 00:00:00+00:00,850.14
1997-11-03 00:00:00+00:00,892.31
1997-11-04 00:00:00+00:00,943.06
1997-11-05 00:00:00+00:00,890.25
1997-11-06 00:00:00+00:00,832.68
1997-11-07 00:00:00+00:00,796.99
1997-11-08 00:00:00+00:00,762.84
1997-11-09 00:00:00+00:00,702.07
1997-11-10 00:00:00+00:00,638.73
1997-11-11 00:00:00+00:00,629.96
1997-11-12 00:00:00+00:00,631.41
1997-11-13 00:00:00+00:00,601.56
1997-11-14 00:00:00+00:00,585.14
1997-11-15 00:00:00+00:00,563.94
1997-11-16 00:00:00+00:00,529.88
1997-11-17 00:00:00+00:00,627.06
1997-11-18 00:00:00+00:00,880.05
1997-11-19 00:00:00+00:00,943.06
1997-11-20 00:00:00+00:00,834.6
1997-11-21 00:00:00+00:00,731.82
1997-11-22 00:00:00+00:00,716.79
1997-11-23 00:00:00+00:00,759.33
1997-11-24 00:00:00+00:00,752.36
1997-11-25 00:00:00+00:00,692.43
1997-11-26 00:00:00+00:00,710.21
1997-11-27 00:00:00+00:00,775.25
1997-11-28 00:00:00+00:00,768.13
1997-11-29 00:00:00+00:00,697.23
1997-11-30 00:00:00+00:00,611.35
1997-12-01 00:00:00+00:00,539.75
1997-12-02 00:00:00+00:00,488.78
1997-12-03 00:00:00+00:00,456.09
1997-12-04 00:00:00+00:00,422.64
1997-12-05 00:00:00+00:00,382.71
1997-12-06 00:00:00+00:00,342.56
1997-12-07 00:00:00+00:00,380.94
1997-12-08 00:00:00+00:00,423.62
1997-12-09 00:00:00+00:00,410.15
1997-12-10 00:00:00+00:00,358.75
1997-12-11 00:00:00+00:00,318.15
1997-12-12 00:00:00+00:00,286.08
1997-12-13 00:00:00+00:00,257.23
1997-12-14 00:00:00+00:00,250.77
1997-12-15 00:00:00+00:00,265.07
1997-12-16 00:00:00+00:00,271.27
1997-12-17 00:00:00+00:00,256.63
1997-12-18 00:00:00+00:00,237.23
1997-12-19 00:00:00+00:00,218.28
1997-12-20 00:00:00+00:00,205.54
1997-12-21 00:00:00+00:00,204.59
1997-12-22 00:00:00+00:00,212.8
1997-12-23 00:00:00+00:00,210.35
1997-12-24 00:00:00+00:00,202.7
1997-12-25 00:00:00+00:00,227.03
1997-12-26 00:00:00+00:00,258.42
1997-12-27 00:00:00+00:00,251.93
1997-12-28 00:00:00+00:00,230.21
1997-12-29 00:00:00+00:00,217.27
1997-12-30 00:00:00+00:00,222.87
1997-12-31 00:00:00+00:00,237.78
1998-01-01 00:00:00+00:00,267.53
1998-01-02 00:00:00+00:00,318.89
1998-01-03 00:00:00+00:00,383.59
1998-01-04 00:00:00+00:00,423.62
1998-01-05 00:00:00+00:00,421.67
1998-01-06 00:00:00+00:00,398.02
1998-01-07 00:00:00+00:00,412.05
1998-01-08 00:00:00+00:00,475.43
1998-01-09 00:00:00+00:00,461.38
1998-01-10 00:00:00+00:00,404.51
1998-01-11 00:00:00+00:00,354.63
1998-01-12 00:00:00+00:00,314.5
1998-01-13 00:00:00+00:00,281.49
1998-01-14 00:00:00+00:00,262.03
1998-01-15 00:00:00+00:00,303.09
1998-01-16 00:00:00+00:00,407.32
1998-01-17 00:00:00+00:00,429.53
1998-01-18 00:00:00+00:00,386.26
1998-01-19 00:00:00+00:00,339.41
1998-01-20 00:00:00+00:00,304.49
1998-01-21 00:00:00+00:00,275.06
1998-01-22 00:00:00+00:00,246.17
1998-01-23 00:00:00+00:00,239.99
1998-01-24 00:00:00+00:00,266.3
1998-01-25 00:00:00+00:00,337.06
1998-01-26 00:00:00+00:00,416.83
1998-01-27 00:00:00+00:00,419.73
1998-01-28 00:00:00+00:00,396.19
1998-01-29 00:00:00+00:00,380.07
1998-01-30 00:00:00+00:00,393.46
1998-01-31 00:00:00+00:00,439.55
1998-02-01 00:00:00+00:00,471.06
1998-02-02 00:00:00+00:00,548.54
1998-02-03 00:00:00+00:00,624.17
1998-02-04 00:00:00+00:00,656.66
1998-02-05 00:00:00+00:00,647.63
1998-02-06 00:00:00+00:00,611.35
1998-02-07 00:00:00+00:00,563.94
1998-02-08 00:00:00+00:00,514.23
1998-02-09 00:00:00+00:00,479.84
1998-02-10 00:00:00+00:00,548.54
1998-02-11 00:00:00+00:00,627.06
1998-02-12 00:00:00+00:00,600.17
1998-02-13 00:00:00+00:00,534.8
1998-02-14 00:00:00+00:00,472.15
1998-02-15 00:00:00+00:00,478.73
1998-02-16 00:00:00+00:00,625.61
1998-02-17 00:00:00+00:00,710.21
1998-02-18 00:00:00+00:00,652.13
1998-02-19 00:00:00+00:00,558.76
1998-02-20 00:00:00+00:00,509.5
1998-02-21 00:00:00+00:00,528.66
1998-02-22 00:00:00+00:00,579.76
1998-02-23 00:00:00+00:00,574.44
1998-02-24 00:00:00+00:00,602.95
1998-02-25 00:00:00+00:00,647.63
1998-02-26 00:00:00+00:00,653.64
1998-02-27 00:00:00+00:00,809.96
1998-02-28 00:00:00+00:00,1431.19
1998-03-01 00:00:00+00:00,1540.7
1998-03-02 00:00:00+00:00,1278.38
1998-03-03 00:00:00+00:00,1068.05
1998-03-04 00:00:00+00:00,927.97
1998-03-05 00:00:00+00:00,821.24
1998-03-06 00:00:00+00:00,730.14
1998-03-07 00:00:00+00:00,656.66
1998-03-08 00:00:00+00:00,598.79
1998-03-09 00:00:00+00:00,560.05
1998-03-10 00:00:00+00:00,537.27
1998-03-11 00:00:00+00:00,520.19
1998-03-12 00:00:00+00:00,497.88
1998-03-13 00:00:00+00:00,474.34
1998-03-14 00:00:00+00:00,508.33
1998-03-15 00:00:00+00:00,542.25
1998-03-16 00:00:00+00:00,526.23
1998-03-17 00:00:00+00:00,582.45
1998-03-18 00:00:00+00:00,1048.54
1998-03-19 00:00:00+00:00,1209.6
1998-03-20 00:00:00+00:00,1024.65
1998-03-21 00:00:00+00:00,850.14
1998-03-22 00:00:00+00:00,750.62
1998-03-23 00:00:00+00:00,698.84
1998-03-24 00:00:00+00:00,793.33
1998-03-25 00:00:00+00:00,817.47
1998-03-26 00:00:00+00:00,747.17
1998-03-27 00:00:00+00:00,653.64
1998-03-28 00:00:00+00:00,793.33
1998-03-29 00:00:00+00:00,1036.53
1998-03-30 00:00:00+00:00,1632.05
1998-03-31 00:00:00+00:00,1748.85
1998-04-01 00:00:00+00:00,1530.09
1998-04-02 00:00:00+00:00,1317.26
1998-04-03 00:00:00+00:00,1131.4
1998-04-04 00:00:00+00:00,978.49
1998-04-05 00:00:00+00:00,859.99
1998-04-06 00:00:00+00:00,768.13
1998-04-07 00:00:00+00:00,705.32
1998-04-08 00:00:00+00:00,675.08
1998-04-09 00:00:00+00:00,631.41
1998-04-10 00:00:00+00:00,567.85
1998-04-11 00:00:00+00:00,510.68
1998-04-12 00:00:00+00:00,460.32
1998-04-13 00:00:00+00:00,413.95
1998-04-14 00:00:00+00:00,371.39
1998-04-15 00:00:00+00:00,337.84
1998-04-16 00:00:00+00:00,363.75
1998-04-17 00:00:00+00:00,431.51
1998-04-18 00:00:00+00:00,443.63
1998-04-19 00:00:00+00:00,409.2
1998-04-20 00:00:00+00:00,361.24
1998-04-21 00:00:00+00:00,318.89
1998-04-22 00:00:00+00:00,287.4
1998-04-23 00:00:00+00:00,281.49
1998-04-24 00:00:00+00:00,344.14
1998-04-25 00:00:00+00:00,420.7
1998-04-26 00:00:00+00:00,402.65
1998-04-27 00:00:00+00:00,567.85
1998-04-28 00:00:00+00:00,1008.25
1998-04-29 00:00:00+00:00,1103.08
1998-04-30 00:00:00+00:00,915.22
1998-05-01 00:00:00+00:00,750.62
1998-05-02 00:00:00+00:00,635.8
1998-05-03 00:00:00+00:00,549.81
1998-05-04 00:00:00+00:00,499.03
1998-05-05 00:00:00+00:00,472.15
1998-05-06 00:00:00+00:00,441.59
1998-05-07 00:00:00+00:00,397.11
1998-05-08 00:00:00+00:00,353.81
1998-05-09 00:00:00+00:00,312.33
1998-05-10 00:00:00+00:00,275.06
1998-05-11 00:00:00+00:00,241.1
1998-05-12 00:00:00+00:00,210.35
1998-05-13 00:00:00+00:00,327.1
1998-05-14 00:00:00+00:00,888.2
1998-05-15 00:00:00+00:00,1075.47
1998-05-16 00:00:00+00:00,884.12
1998-05-17 00:00:00+00:00,718.45
1998-05-18 00:00:00+00:00,598.79
1998-05-19 00:00:00+00:00,510.68
1998-05-20 00:00:00+00:00,441.59
1998-05-21 00:00:00+00:00,384.48
1998-05-22 00:00:00+00:00,336.29
1998-05-23 00:00:00+00:00,294.12
1998-05-24 00:00:00+00:00,257.23
1998-05-25 00:00:00+00:00,223.91
1998-05-26 00:00:00+00:00,194.43
1998-05-27 00:00:00+00:00,169.22
1998-05-28 00:00:00+00:00,148.97
1998-05-29 00:00:00+00:00,133.28
1998-05-30 00:00:00+00:00,127.53
1998-05-31 00:00:00+00:00,128.42
1998-06-01 00:00:00+00:00,131.74
1998-06-02 00:00:00+00:00,117.58
1998-06-03 00:00:00+00:00,99.69
1998-06-04 00:00:00+00:00,85.1
1998-06-05 00:00:00+00:00,74.16
1998-06-06 00:00:00+00:00,65.22
1998-06-07 00:00:00+00:00,58.7
1998-06-08 00:00:00+00:00,54.21
1998-06-09 00:00:00+00:00,51.12
1998-06-10 00:00:00+00:00,48.89
1998-06-11 00:00:00+00:00,48.09
1998-06-12 00:00:00+00:00,47.75
1998-06-13 00:00:00+00:00,47.75
1998-06-14 00:00:00+00:00,48.55
1998-06-15 00:00:00+00:00,49.7
1998-06-16 00:00:00+00:00,50.88
1998-06-17 00:00:00+00:00,50.05
1998-06-18 00:00:00+00:00,62.1
1998-06-19 00:00:00+00:00,435.52
1998-06-20 00:00:00+00:00,825.04
1998-06-21 00:00:00+00:00,700.46
1998-06-22 00:00:00+00:00,548.54
1998-06-23 00:00:00+00:00,514.23
1998-06-24 00:00:00+00:00,656.66
1998-06-25 00:00:00+00:00,718.45
1998-06-26 00:00:00+00:00,631.41
1998-06-27 00:00:00+00:00,528.66
1998-06-28 00:00:00+00:00,450.86
1998-06-29 00:00:00+00:00,389.84
1998-06-30 00:00:00+00:00,339.41
1998-07-01 00:00:00+00:00,296.17
1998-07-02 00:00:00+00:00,270.02
1998-07-03 00:00:00+00:00,349.75
1998-07-04 00:00:00+00:00,445.68
1998-07-05 00:00:00+00:00,430.52
1998-07-06 00:00:00+00:00,369.68
1998-07-07 00:00:00+00:00,316.69
1998-07-08 00:00:00+00:00,419.73
1998-07-09 00:00:00+00:00,587.84
1998-07-10 00:00:00+00:00,607.13
1998-07-11 00:00:00+00:00,534.8
1998-07-12 00:00:00+00:00,450.86
1998-07-13 00:00:00+00:00,385.37
1998-07-14 00:00:00+00:00,332.43
1998-07-15 00:00:00+00:00,287.4
1998-07-16 00:00:00+00:00,249.61
1998-07-17 00:00:00+00:00,216.27
1998-07-18 00:00:00+00:00,197.61
1998-07-19 00:00:00+00:00,212.3
1998-07-20 00:00:00+00:00,234.5
1998-07-21 00:00:00+00:00,222.36
1998-07-22 00:00:00+00:00,218.28
1998-07-23 00:00:00+00:00,251.35
1998-07-24 00:00:00+00:00,276.33
1998-07-25 00:00:00+00:00,274.42
1998-07-26 00:00:00+00:00,264.46
1998-07-27 00:00:00+00:00,254.27
1998-07-28 00:00:00+00:00,227.03
1998-07-29 00:00:00+00:00,197.15
1998-07-30 00:00:00+00:00,173.98
1998-07-31 00:00:00+00:00,155.68
1998-08-01 00:00:00+00:00,143.21
1998-08-02 00:00:00+00:00,200.84
1998-08-03 00:00:00+00:00,269.4
1998-08-04 00:00:00+00:00,365.44
1998-08-05 00:00:00+00:00,563.94
1998-08-06 00:00:00+00:00,612.76
1998-08-07 00:00:00+00:00,541.0
1998-08-08 00:00:00+00:00,458.2
1998-08-09 00:00:00+00:00,400.79
1998-08-10 00:00:00+00:00,369.68
1998-08-11 00:00:00+00:00,345.74
1998-08-12 00:00:00+00:00,468.89
1998-08-13 00:00:00+00:00,628.51
1998-08-14 00:00:00+00:00,681.34
1998-08-15 00:00:00+00:00,708.58
1998-08-16 00:00:00+00:00,681.34
1998-08-17 00:00:00+00:00,612.76
1998-08-18 00:00:00+00:00,878.02
1998-08-19 00:00:00+00:00,1509.08
1998-08-20 00:00:00+00:00,1587.55
1998-08-21 00:00:00+00:00,1411.54
1998-08-22 00:00:00+00:00,1293.2
1998-08-23 00:00:00+00:00,1182.04
1998-08-24 00:00:00+00:00,1043.72
1998-08-25 00:00:00+00:00,917.33
1998-08-26 00:00:00+00:00,813.7
1998-08-27 00:00:00+00:00,735.21
1998-08-28 00:00:00+00:00,671.98
1998-08-29 00:00:00+00:00,605.74
1998-08-30 00:00:00+00:00,542.25
1998-08-31 00:00:00+00:00,487.65
1998-09-01 00:00:00+00:00,437.53
1998-09-02 00:00:00+00:00,392.55
1998-09-03 00:00:00+00:00,353.0
1998-09-04 00:00:00+00:00,659.69
1998-09-05 00:00:00+00:00,1176.61
1998-09-06 00:00:00+00:00,1190.24
1998-09-07 00:00:00+00:00,1252.14
1998-09-08 00:00:00+00:00,1209.6
1998-09-09 00:00:00+00:00,1043.72
1998-09-10 00:00:00+00:00,894.36
1998-09-11 00:00:00+00:00,780.63
1998-09-12 00:00:00+00:00,728.46
1998-09-13 00:00:00+00:00,1121.02
1998-09-14 00:00:00+00:00,1373.04
1998-09-15 00:00:00+00:00,1269.57
1998-09-16 00:00:00+00:00,1098.01
1998-09-17 00:00:00+00:00,953.99
1998-09-18 00:00:00+00:00,1058.25
1998-09-19 00:00:00+00:00,2510.89
1998-09-20 00:00:00+00:00,2797.98
1998-09-21 00:00:00+00:00,2268.86
1998-09-22 00:00:00+00:00,1856.8
1998-09-23 00:00:00+00:00,1572.98
1998-09-24 00:00:00+00:00,1373.04
1998-09-25 00:00:00+00:00,1226.44
1998-09-26 00:00:00+00:00,1118.44
1998-09-27 00:00:00+00:00,1437.8
1998-09-28 00:00:00+00:00,1822.9
1998-09-29 00:00:00+00:00,1789.61
1998-09-30 00:00:00+00:00,1565.75
1998-10-01 00:00:00+00:00,1363.58
1998-10-02 00:00:00+00:00,1206.81
1998-10-03 00:00:00+00:00,1128.8
1998-10-04 00:00:00+00:00,1070.52
1998-10-05 00:00:00+00:00,1217.99
1998-10-06 00:00:00+00:00,1720.87
1998-10-07 00:00:00+00:00,1900.08
1998-10-08 00:00:00+00:00,1736.8
1998-10-09 00:00:00+00:00,1523.05
1998-10-10 00:00:00+00:00,1329.45
1998-10-11 00:00:00+00:00,1237.8
1998-10-12 00:00:00+00:00,1179.32
1998-10-13 00:00:00+00:00,1077.95
1998-10-14 00:00:00+00:00,969.51
1998-10-15 00:00:00+00:00,876.0
1998-10-16 00:00:00+00:00,828.85
1998-10-17 00:00:00+00:00,908.91
1998-10-18 00:00:00+00:00,932.25
1998-10-19 00:00:00+00:00,852.1
1998-10-20 00:00:00+00:00,755.83
1998-10-21 00:00:00+00:00,671.98
1998-10-22 00:00:00+00:00,598.79
1998-10-23 00:00:00+00:00,538.51
1998-10-24 00:00:00+00:00,501.34
